"R0000100","R0070500","R0337800","R0545600","R0839900","R1087300","R1463000","R1809800","R2171500","R2376300","R2770900","R3012700","R3340100","R3604400","R3954600","R4582900","R5267100","R5912600","R6578200","R7192900","R7879600","T0121900"
1219,-4,20,-4,-5,-5,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1220,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,32,-4,23,35,30
1221,-4,30,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
1222,-4,25,-4,19,-4,20,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
1223,-4,-4,25,25,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,30,40,40,40,30,30
1224,20,-4,-4,25,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,24,34,30,30,20
1225,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,-4,-4,-4,-4,-4
1226,-4,30,-4,40,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,42,-4,-4,-4
1227,49,-4,-4,34,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,30,32,40,28,32,24
1228,25,12,35,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,25,-4,-4,-5
1229,20,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,50,40,45,40,50,50
1230,-4,-4,-4,38,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,35,40,37,0,37,40,40
1231,-4,-4,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,42,50,40,40,40,40,45
1232,43,-4,-4,42,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,50,40,45,40,45,-5,-5
1233,38,20,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,46,50,45,45,50,60,40
1234,-4,-4,-4,25,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,50,-5
1235,6,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,45,30,40,-5,45,-5
1236,-4,-4,-4,24,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,36,35,40,20,35,20,30
1237,43,43,-4,44,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,60,60,45,50,43,60,40
1238,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,1,1,40,45,40
1239,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,40,40,40,40,45,-5,-5
1240,-4,-4,-4,26,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
1241,-4,-4,-4,-4,-4,-4,-4,-4,-5,32,-4,-4,-4,-4,40,40,45,42,-4,-4,-4
1242,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,45,4,-4,33,32
1243,-4,24,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,60,32,40,-4,40,65
1244,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,51,43,40,40,40,40,40
1245,-4,-4,-4,40,-4,-4,-4,-4,-4,-5,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5
1246,7,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,8,40,40,40
1247,14,-4,-4,42,-4,-4,14,10,-4,-4,-4,-4,-5,-5,-5,-5,-5,40,-5,-5,36
1248,20,20,48,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,-5,-5,-5,-5,-5
1249,45,-4,-4,60,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,75,80,75,90,85,85,60
1250,-4,-4,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,32,35,37,37,38
1251,4,-4,32,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,50,45,45,45,45,45
1252,15,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,45,50,50,45,45,50,-4
1253,-4,-4,-4,38,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,20,20,45,40,40,40,35
1254,24,24,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5
1255,20,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,-5,30,40,40,40
1256,-4,5,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
1257,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,39,38,38,40,35,40,40
1258,-4,-4,10,22,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10,26,25,20,20,35,24
1259,-4,-4,-4,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,-5,-5,-5
1260,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
1261,-4,-4,-4,40,-4,-4,-4,-4,-4,21,-4,-4,-4,-4,60,60,50,70,-4,-4,-4
1262,20,-4,40,72,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,32,40,-4,-5,-5
1263,-4,-4,-4,45,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,45,40,40,45,55,40,40
1264,-4,-4,-4,40,-4,-5,-5,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1265,-4,-4,35,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,20,42,25,24,20,20,18
1266,-4,-5,-4,-5,-5,-5,24,-4,-5,-5,-5,-5,18,12,-5,-5,-5,35,40,40,40
1267,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,45,65,-5,40
1268,15,-4,-4,39,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,50,55,50,55,40,50
1269,15,30,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,15,-5,-5,-5
1270,-4,-4,-4,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,38,40,-5,-5,-5,40
1271,-4,-5,-4,8,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5
1272,30,-4,-4,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
1273,20,-4,-4,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,20,25,25,32,32,31,32
1274,-4,-4,25,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,40,50,42,40,-5,44,-5
1275,40,-4,-4,48,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,-5,-5
1276,-4,-4,-4,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,15,40,40,40,40
1277,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10,40,45,40,-5
1278,18,-4,-4,48,-4,-4,-4,-4,-4,-5,60,-4,-4,-4,50,40,40,45,-4,-4,-4
1279,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,16,16,16,18,24,24,32
1280,50,40,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,-4,-4,-4
1281,2,-4,2,16,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,16,-4,-4,-4,16,16,-4
1282,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,20,-4,-4,-4,-4
1283,-4,-4,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,-2,40,40,40,45
1284,1,42,-4,40,-4,-4,-5,-5,-4,-5,-4,-4,-4,-4,70,-4,-4,55,65,-5,-4
1285,-4,-4,5,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,34,40,40,40,-5,-4
1286,-4,-4,-4,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,45,40,40,40,40,40,40
1287,-4,40,40,15,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,50,60,40,40
1288,-4,15,-4,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,35,30,40,40,40
1289,-4,-4,-4,35,-4,-4,-4,-4,-4,-4,-5,-5,-5,-4,40,32,40,52,-5,-5,-5
1290,-4,20,-4,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,29,30,30,40,5,40,40
1291,-4,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,48,28,0,25,-4,-4,-4
1292,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,10,-4,-5,50
1293,15,-4,-4,15,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,42,40,40
1294,-4,-4,-4,30,-4,51,-4,-4,-4,-4,-4,-4,-4,-4,48,50,50,40,-4,-4,-4
1295,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1296,-4,-4,40,44,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,33,40,40,20,35
1297,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1298,-4,-4,-4,30,-4,-4,-4,-4,-4,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1299,15,-4,-4,40,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1300,-4,-4,30,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,60,50,48,50,40,35,-5
1301,-3,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,40,40,40,40,-5,-5,40
1302,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,-4,-4,-4,-4
1303,-4,40,-4,40,-4,-4,-4,-4,-4,40,-4,-4,-4,-4,-4,18,45,40,-4,-4,40
1304,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,45,40,-5,-5,-5
1305,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,-5,-5,-5,-5
1306,17,9,-4,57,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,36,32,20,9,15,40,40
1307,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,-5,-4,-4,60
1308,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,45,-5,-5
1309,25,-4,-4,35,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5
1310,30,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40
1311,10,-4,-4,91,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,91,91,95,91,91,95,60
1312,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,35,40,40,40,35,40
1313,-4,-4,-4,15,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,37,27,39,18,70,35
1314,-4,-4,30,32,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,25,45,40,40,-4,-5,-4
1315,6,-4,-4,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,60,55,50,36,-4,-4,-4
1316,30,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,30,30,35,-4,-4,-4
1317,48,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,45,40,41,40,-5,-5,-5
1318,40,-4,-4,45,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,49,44,46,49,50,50,50
1319,-4,-4,-4,35,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,46,48,52,58,50,50,52
1320,-3,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
1321,40,-5,-4,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,50,50
1322,-4,-5,-5,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,24,30,-4
1323,-4,-4,11,15,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,45,40,40
1324,-4,-4,-4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,14,20,20
1325,-4,-4,-4,30,-4,-4,-4,-4,-4,-4,40,-4,-4,-4,60,66,60,60,-4,-4,-4
1326,-3,-4,29,38,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,20,40,40,-4,-4,-4,-4
1327,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,47,50,40,48,54,50,52
1328,-4,-4,-4,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,30,-5,36,40,-5,-5
1329,-3,40,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,50,40,43,-4,-4,-4
1330,-4,-4,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,45,40,60,40,40,40,50
1331,-4,45,-4,25,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,40,-5,-5,-5,-5,-5
1332,-4,-4,20,40,-4,-4,-4,-4,-4,-5,-5,-4,-4,-4,50,60,-5,-5,-5,-5,-5
1333,-4,-4,-4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,15,16,4,4,30,20,-4,-4
1334,-3,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,48,53,-5,-5
1335,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,0,-4,-4
1336,-4,-5,-5,-5,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1337,70,-4,50,70,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,70,80,-5,-5,-5,-5
1338,12,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,48,50,45,40,72,60,50
1339,-4,-4,16,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,38,40,40,40,-5,25
1340,-4,40,40,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,44,46,46,46,47,-5,-5
1341,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,36,36,40,40,40,40,40
1342,40,-4,40,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,52,40,50,5,40,-4,-4
1343,40,-4,40,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,45,50,-5,-5,-5,-5
1344,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,45,40,-5,50,-5,50,40
1345,55,-4,-4,45,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,45,45,45,50,45,40,40
1346,-4,-4,-4,37,-4,-4,-4,-5,-4,-4,-4,-4,-4,-5,-5,-5,38,-5,-5,-5,-5
1347,-4,-4,40,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,45,53,50,50,6,50,55
1348,-4,-4,-4,35,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5
1349,-4,-4,30,-4,-4,-4,-4,-4,-4,45,-4,-4,-4,-4,40,40,40,40,40,40,40
1350,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,54,30,48,40,50,-5,40
1351,-4,-4,-4,15,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,40,40,40,40,40,38,37
1352,40,-4,40,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,35,40,40,40,40
1353,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
1354,40,-4,40,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,50,40,40,40,40,40
1355,-3,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,-5
1356,-4,25,40,35,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,45,40,40,40,40
1357,47,-4,-4,44,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,55,55,60,50,50,45,40
1358,40,-4,32,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,-5,40,40,40,40,-5
1359,40,-4,-4,42,-4,-4,-4,-4,-5,-4,-4,-5,-4,-5,-5,50,50,50,45,43,45
1360,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
1361,-4,-4,6,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,20,-5,40,60,40,-4
1362,13,-4,-4,35,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,36,40,40,40,40,20
1363,40,20,-4,45,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,60,60,50,60,50,-4,-4
1364,2,-4,-4,36,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5
1365,-4,-4,-4,18,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1366,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,44,40,40,40
1367,-4,50,35,15,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,36,45,40,-4,-4,33,35
1368,-4,30,30,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,55,50,55,50,50,65,50
1369,23,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,60,40,60,40,-4,-4,-4
1370,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,35,-4,-4,15,30,35
1371,40,-4,-4,43,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,50,40,40,40,-4,-4,-4
1372,-4,-4,-4,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,50,50,40,50,-4,-4
1373,-4,-4,40,40,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5
1374,-4,-4,20,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,45,35,40,-4,-4,-4,30
1375,-4,-5,12,25,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,38,40,50,40,40,40,40
1376,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,52,24,40,40,35,2
1377,-4,-4,15,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,40,24,-5,40,40,40
1378,-4,-4,10,16,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,36,32
1379,-4,-4,48,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,-4,25
1380,-4,-4,25,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,45,50,-5,-5,-5
1381,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1382,40,-4,-4,40,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,40,40,-5,-5,-5
1383,-4,-4,-4,35,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,36,40,48,45,40,40
1384,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,60,45,40,40,40,40,60
1385,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,45,45,40,40,40,40,41
1386,14,19,40,-4,-4,-4,-4,-5,-4,-4,-4,-5,70,-4,40,40,45,40,45,40,45
1387,-4,40,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,60,-4,-4,-4,-4,-4
1388,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5
1389,40,-4,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,22,30,35,35,40,40
1390,5,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,-4,80,45,45,45,45
1391,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-4,-4,-4,-5,-4,-4
1392,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,42,40,40,40,-4,-4
1393,50,-4,-4,40,-4,-4,-4,-4,-4,-4,72,-4,-4,-4,70,48,48,48,40,45,50
1394,40,-4,-4,38,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,56,56,56,36,40,40,45
1395,18,-4,13,15,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,25,60,50,48,-4,-4,-4
1396,-4,-4,-4,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,50,40,47,40,40,-5,-5
1397,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
1398,-4,-4,-4,25,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1399,17,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,45,40,40,40
1400,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-4,-4,-4,-5,-5,40,50,25
1401,-4,-4,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,57,42,-5,50,44,-5,40
1402,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,50
1403,-4,-5,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-4,50,-5,60,-4,-5,-4,-4
1404,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,50,40,50,45,-4,-4
1405,40,-4,40,40,70,-4,-4,-4,-4,-4,-4,-4,-4,-4,25,50,-5,40,-4,-4,48
1406,43,-4,34,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,43,40,40,40,-5,40,40
1407,-4,6,-5,-5,-5,-5,-5,-5,-5,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1408,30,-4,-4,24,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
1409,12,-4,-4,24,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,12,21,35,35,35,35
1410,38,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,-5,40,40,40
1411,55,-4,40,50,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,8,40,40,40,40,-4,45
1412,-4,-4,25,24,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,-4
1413,46,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,50,50,50,50,40,40,50
1414,-4,-4,56,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,35,40,40,40,-5,4
1415,-4,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,22,-4,-4,-4,-4,-4,48
1416,40,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,40,40,40,-4,-4,45
1417,-4,-4,30,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
1418,-4,-4,-4,23,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,65,55,50,50,51,55
1419,40,24,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,43,40,58,50,40,40
1420,40,-4,-4,-5,-5,-4,-4,-4,-4,40,-4,-5,-4,-4,40,40,-5,40,40,40,-5
1421,-4,-4,-4,40,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,40,-5,-5,-5
1422,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1423,-4,-4,-4,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,38,40,40,40,40,40,40
1424,50,-4,-5,43,-4,-4,-5,-4,-4,-5,-4,-4,-4,-4,40,-5,-5,-5,-5,-5,-5
1425,-4,-4,10,36,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,48,42,8,48,60,55,52
1426,16,15,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
1427,-4,-4,-4,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,50,45,40,40,40
1428,40,-4,-4,40,-4,-4,-4,-4,-4,-4,8,56,-4,-4,40,40,-5,-5,-5,-5,-5
1429,-4,30,-4,45,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,20,40,40,45,50
1430,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,43,45,-4,-4,-4
1431,-4,-4,40,40,-4,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1432,-4,-4,40,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,44,40,42,40,44,44
1433,-4,-4,-4,28,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,50,50,50,45,40,45,45
1434,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
1435,40,-4,40,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
1436,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,20,15,40
1437,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5
1438,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,22,30,40,40,40
1439,-3,-4,-4,39,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1440,-4,-4,10,40,-4,-4,-4,-4,-4,-4,-2,-4,-4,-4,-4,-4,40,40,-4,40,40
1441,24,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,50,48,40,50,40,40
1442,18,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
1443,-4,-4,-4,39,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,15,8,40,1,40,40,20
1444,-4,-4,-4,70,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,50,45,40,50,45,50,-5
1445,-4,-4,-4,30,-4,-4,-4,-4,-5,-5,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5
1446,-4,-4,-5,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,18,12,37,40,40,40,40
1447,25,42,7,40,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1448,8,-5,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5
1449,25,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,-5,-5,-5,-5,-5,-5
1450,30,-4,-4,25,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,30,45,-4,-4,-4
