"R0000100","R0047010","R0263710","R0446810","R0702510","R0945610","R1256010","R1650810","R1923410","R2318210","R2526010","R2925010","R3127800","R3523500","R3728500","R4416800","R5079800","R5165200","R6478000","R7005700","R7702900","R8495200","T0986800"
11714,-4,-4,-4,-4,380,360,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11715,-4,-4,-4,-4,695,820,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11716,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11717,-4,-4,-4,-4,606,606,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11718,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11719,-4,-5,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11720,-4,-4,-4,-4,500,731,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11721,-4,-4,-4,-4,425,450,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11722,-4,-4,-4,-4,-4,450,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11723,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11724,-4,-4,-4,1265,1415,1442,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11725,-4,-4,-4,453,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11726,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11727,-4,-4,-4,450,312,310,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11728,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11729,-4,-4,-4,-4,590,590,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11730,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11731,-4,-4,-4,365,475,697,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11732,-4,-4,-4,366,700,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11733,-4,-4,-5,-4,552,192,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11734,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11735,-4,-4,-4,-4,-4,800,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11736,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11737,-4,-4,-4,425,460,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11738,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-5,1850,1925,2350,-4,2673
11739,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11740,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11741,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11742,-4,-4,-4,-4,-4,1012,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11743,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11744,1000,310,335,335,335,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11745,-4,370,-4,416,750,416,500,750,750,900,800,1000,1000,1153,1307,1150,1500,2500,2500,2692,3500,8846
11746,312,-4,-4,425,440,525,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11747,-4,310,-4,-5,-5,310,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11748,-4,-4,-4,325,400,500,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11749,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11750,266,333,480,560,750,650,363,875,1500,1550,-5,-5,-5,-5,1479,1818,1833,-5,-5,-5,-5,-5
11751,375,571,550,-4,850,750,1075,-4,1200,500,1100,1100,1000,1200,-4,-4,653,1500,857,1495,1000,726
11752,300,302,-4,350,400,450,490,400,425,450,450,476,432,490,336,-4,470,685,894,946,950,-4
11753,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11754,416,950,1045,1130,1041,1400,1365,1500,1600,1682,1685,1885,3195,1950,1960,1995,2000,-4,2568,2500,3125,2980
11755,-4,-4,-4,-4,703,441,625,857,1000,1373,2000,-4,1648,1073,1538,1707,1830,1923,1950,2472,2403,2884
11756,300,-5,497,-4,519,-5,708,925,961,937,1187,1057,1258,1201,1312,1250,1500,-4,1500,1875,1971,1750
11757,280,200,400,345,343,400,-5,750,891,1200,1458,900,1050,833,407,1250,961,-4,2000,-4,-4,1875
11758,-4,-4,-4,340,-4,1000,1000,335,1375,1473,1800,2600,400,1428,1375,814,1928,1923,2115,2134,167,30
11759,-4,-4,-4,350,350,450,1125,625,777,1013,1137,1538,1750,2050,1407,1938,2050,2403,2644,2403,2580,2500
11760,133,-4,-4,140,-4,-4,-4,-4,-4,-4,125,300,135,-4,350,425,-4,525,545,580,625,575
11761,-4,-4,-4,-4,-4,335,525,700,769,1089,953,1142,1146,1207,1406,1348,1758,1538,1773,1298,1500,1778
11762,290,-4,550,775,764,750,720,935,700,1460,-4,-4,800,-5,-4,-4,900,1000,1666,480,769,2307
11763,-4,562,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,3647
11764,-4,-4,-4,-4,-4,-4,-4,350,375,-4,-4,-4,-4,-4,-4,-4,325,720,600,938,935,1058
11765,-4,-4,-4,-4,340,-4,444,335,-5,650,700,705,-4,-5,-5,-4,-4,-4,703,531,1100,1200
11766,-4,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11767,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11768,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11769,-4,-4,-4,-4,375,611,750,793,875,-4,550,-4,-4,-4,-4,-4,-4,600,676,512,765,1075
11770,-4,-4,485,234,562,1159,865,865,-5,-4,1014,1348,1394,1442,1538,2000,1634,1500,1875,1952,1900,2115
11771,1055,-5,-5,-5,-5,-5,1400,1550,1682,1778,1800,1950,-5,1400,563,720,615,715,1610,822,1069,-5
11772,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,758,833,-4,1500
11773,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,655,900,-4,1100
11774,-4,310,-4,581,438,550,500,625,1129,1105,1208,833,769,750,769,900,1000,1340,1619,1826,1750,2368
11775,160,-4,365,335,331,265,1350,1100,1000,930,2307,1373,1442,1282,1466,1971,1923,4273,4487,2585,2564,3222
11776,280,672,400,500,360,300,299,500,650,465,725,-4,1285,690,755,1250,850,1201,1375,1373,1162,1162
11777,400,502,1181,1222,1456,1213,1642,1730,1725,1802,1836,2307,1428,2120,2076,1880,2350,2692,3461,3205,2062,2865
11778,201,350,366,437,500,-4,1000,480,1394,2289,-4,1880,1626,1779,1802,-4,961,705,500,3125,1442,1971
11779,-4,-4,-4,-4,-4,1187,144,1670,1744,1338,38,1744,1923,6000,801,2307,4807,-4,-4,-4,2307,288
11780,-4,-4,1000,937,466,625,1250,944,-4,-4,-4,-4,2747,2426,1923,-5,-5,3846,4500,-5,-5,-5
11781,-4,-4,350,360,341,370,390,1375,713,900,450,1200,1200,850,558,-4,1538,1759,3205,3846,3846,-4
11782,650,310,350,812,875,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11783,300,275,-4,-4,364,750,232,225,-4,-4,-4,439,-4,600,600,600,1333,1000,1250,480,-4,-4
11784,-4,350,400,440,500,495,562,781,824,901,1018,1000,1100,975,-4,-4,-5,-5,-5,-5,-5,-5
11785,-4,250,415,625,576,630,660,578,945,1020,1020,1040,1093,1250,1258,1300,1241,1875,2299,2951,2500,-4
11786,-4,-4,-4,400,288,562,750,925,1228,1300,1250,1571,1758,1730,1978,2087,2307,3571,2870,3076,3269,164
11787,-4,375,364,355,360,-4,-4,-4,-4,362,928,1333,1000,1000,1000,1600,1500,1545,330,1416,330,2142
11788,275,595,383,550,525,625,-5,-5,-5,-5,-5,-5,-5,1600,1600,1600,1375,1875,-5,-5,-5,-5
11789,275,270,166,250,450,400,335,355,425,600,600,600,600,650,950,950,700,800,-5,-5,-5,-5
11790,325,-4,-4,508,416,600,653,800,750,750,800,800,600,400,928,1223,667,500,1373,-4,1282,1205
11791,-4,-4,-4,303,445,338,642,960,335,500,-4,821,1658,1664,2051,2548,2132,3461,3538,5769,3701,4807
11792,305,315,-4,400,372,-4,540,837,470,550,779,800,850,425,450,500,550,605,900,800,1000,1000
11793,-4,-4,-4,400,500,457,557,305,1420,1777,1500,1442,-4,-4,-4,-4,-4,-4,2100,2500,2500,2500
11794,-4,155,100,358,286,272,506,470,655,625,500,0,1044,1228,963,1248,1385,1707,1741,2019,1728,1997
11795,-4,2500,432,444,-4,-4,-4,335,-4,175,-4,460,-5,-4,-4,-5,-5,-5,-5,-5,-5,-5
11796,-4,-4,-4,-4,-4,120,581,666,581,581,865,872,1000,1000,1000,1162,1730,3750,1250,-4,-5,5
11797,-4,-4,-4,-4,-4,-4,272,300,480,-4,575,416,408,1000,-4,687,435,515,925,1773,1573,516
11798,-4,116,-4,335,490,-4,1071,-4,-4,-4,-4,-4,-4,-4,-4,-4,2000,800,750,975,975,750
11799,200,-4,-4,335,360,-4,-4,673,1000,-5,620,7000,-5,-5,961,-4,1000,-5,-5,-5,-5,1062
11800,825,600,-4,650,525,761,1000,1291,1767,2480,6363,1046,2692,1250,3333,-5,1250,1666,2375,256,3846,144
11801,-4,-4,-4,-4,865,200,482,541,1000,800,-4,-4,-4,-4,-4,-4,10,1636,581,-4,-5,300
11802,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,562,-4,-4,-4,-4,-4,-4,600,625,930,930,700
11803,300,375,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11804,-4,-4,-5,-4,-4,-4,-4,-5,-5,-5,1000,-5,1346,1490,1538,1538,2115,2884,2884,3365,3509,3846
11805,-4,-4,-5,335,433,-5,-5,-5,-5,-5,-4,1188,2253,1730,1678,1428,3125,2797,3525,3601,4230,4195
11806,-4,-4,300,342,335,539,600,475,569,700,801,843,-4,841,870,1040,2285,2410,2555,2665,2865,3750
11807,-4,100,335,287,420,445,600,581,689,1062,1201,1490,1442,1658,1423,1576,2087,1324,1602,2000,2243,2797
11808,390,449,509,538,627,62,846,889,925,951,990,846,1150,-4,1091,-4,-4,-4,1200,-5,-4,700
11809,350,500,550,355,375,335,400,400,475,500,650,649,1201,1053,1263,1875,1802,1875,2139,2187,2240,1923
11810,480,509,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,511,596,-5,-5,-4
11811,-4,333,-4,-4,-4,-4,-4,-4,-4,-4,-4,1000,-4,-4,100,100,335,625,640,697,83,555
11812,-4,-4,-4,-4,-4,-4,-4,100,335,-4,-4,111,-4,111,-4,-4,-4,-4,-4,-4,-4,-4
11813,-4,-4,-4,-4,-4,335,345,-4,-4,-4,-4,-4,430,430,531,514,575,654,1125,1194,1111,1586
11814,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,570,640,675,875,550,580,375,800,266,760,500
11815,-4,-4,335,78,90,150,-4,350,385,700,700,500,458,625,550,736,500,575,581,800,850,753
11816,300,550,1000,920,909,930,1000,961,1000,1076,-4,1298,1250,1200,-4,-4,700,739,1054,800,1032,937
11817,350,650,-4,-4,-4,375,-4,450,875,785,500,900,700,900,500,500,700,807,1166,874,-5,629
11818,-4,-4,-4,-4,-4,-4,-4,-4,-4,350,750,390,-4,500,600,600,700,135,570,684,640,502
11819,-4,425,393,450,335,450,500,523,565,640,596,-4,1000,600,900,900,850,1314,1682,935,1000,1200
11820,300,500,-4,300,335,300,387,645,581,1538,1623,1709,1653,2091,1846,2083,2884,3653,-4,2000,2307,2403
11821,300,380,2000,865,962,1134,1442,1495,1500,1562,1923,-5,2211,1923,2264,1923,2307,-5,-5,-5,-5,-5
11822,290,310,350,375,-5,355,915,936,1061,1237,1279,1302,1425,1490,1645,1710,1710,1925,2200,2360,2676,2719
11823,275,-4,-4,-4,583,-4,-4,-4,813,1550,1386,1437,1625,1705,1653,2558,1608,11627,7325,2884,1346,8961
11824,-4,-4,-4,384,300,300,400,335,335,-4,697,769,1428,425,563,700,520,2000,735,2000,4150,4807
11825,-4,-4,-4,525,350,350,315,400,450,500,500,800,800,900,1315,1001,900,1200,1400,1400,1600,1450
11826,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-4,-4,-4,-4,-4,162,580,900,625,375,900
11827,-4,-4,-4,333,400,769,250,400,400,-5,-5,-4,721,500,500,1100,600,650,-4,-4,-4,-4
11828,-4,408,-4,-4,250,322,333,500,500,600,700,800,961,1153,-4,800,-5,625,700,700,700,700
11829,-4,-4,-4,662,450,481,225,843,-5,600,650,600,817,850,1250,1428,1300,1050,1000,920,1000,1500
11830,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,550,650,-4,-4,-4,-4,5000,428,600,650,600,625
11831,-4,310,325,370,401,390,265,511,400,449,677,797,913,726,933,1000,969,1057,1056,1360,1448,1555
11832,-4,-4,-4,-4,208,153,-4,-4,384,400,-5,250,-4,-4,-4,-4,-4,1388,-4,-5,-5,2000
11833,-4,-4,-4,-4,-4,500,562,455,560,625,650,650,-5,447,700,525,950,800,250,29,800,1527
11834,339,321,392,357,400,418,400,340,-5,435,528,435,480,650,1022,830,1068,1538,1442,723,1000,-4
11835,-4,310,336,175,420,476,605,625,8720,769,865,961,1057,1105,1201,1491,1442,1682,1899,1990,-4,-4
11836,-4,-4,-4,322,322,350,310,400,500,650,576,520,500,-4,600,800,850,590,562,950,1200,1000
11837,-4,-4,-4,-4,300,312,500,400,-4,625,-4,-4,-4,2000,1500,-4,250,300,525,875,625,1450
11838,-4,-4,-4,-4,-4,-4,-4,512,400,425000,944,1138,1282,1394,1431,1566,1690,1826,-5,1923,2500,2138
11839,-4,-4,-4,-4,400,416,323,400,400,-4,-4,-4,750,787,1000,1062,1155,1365,1625,1625,-4,2163
11840,500,-4,312,365,275,-5,675,460,575,520,867,500,700,425,450,500,425,-5,890,-5,-5,-5
11841,-4,380,600,791,696,700,633,937,1012,1120,1085,1250,650,850,1428,1346,1923,1200,1576,-4,2644,3125
11842,-4,512,-4,312,-4,-4,408,415,427,647,401,806,1006,-5,-5,-5,-5,-5,1503,-5,-5,-5
11843,-4,-4,-5,-5,-5,600,-5,-5,-5,1410,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11844,-4,-4,265,407,-4,337,315,-5,400,400,400,279,218,425,453,547,563,585,213,213,812,852
11845,-4,-4,350,400,420,420,540,575,625,670,695,805,855,890,800,800,1230,1367,1538,1640,1831,1538
11846,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1512,1373,1577,1642,1730,2875
11847,-4,200,725,444,500,425,500,500,420,525,1050,-4,-4,-4,-4,100,666,750,-4,-4,-4,-4
11848,-4,-4,-4,-4,-4,-4,335,500,721,769,793,697,778,875,865,1139,1033,1006,1200,1148,1279,1177
11849,-4,-4,335,400,493,543,571,500,579,700,771,925,749,1009,913,893,920,1088,1285,1364,1354,1395
11850,-4,-4,-4,83,-4,335,335,370,591,674,620,631,425,632,700,722,650,845,1000,970,1050,1090
11851,436,576,576,717,731,769,437,717,854,1009,1105,1225,1230,1687,1850,1800,2287,2980,3205,3418,3230,3401
11852,159,-4,-4,-4,400,400,489,641,700,2000,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11853,-4,-4,-4,-4,365,335,335,-4,-5,-5,-5,385,-5,365,500,1490,-5,1192,-5,-5,2564,-5
11854,-4,290,352,340,355,340,638,767,865,1105,1191,1442,1442,1490,1500,1526,1795,2167,2400,2633,2850,4080
11855,-4,-4,-4,-4,-4,335,333,420,400,350,335,565,620,624,562,714,750,714,-4,-4,-4,-4
11856,-4,-4,-4,-4,335,334,-4,375,410,302,546,582,620,620,600,675,298,725,-5,-5,-5,-5
11857,687,706,726,1106,1350,1442,1250,1300,1121,1744,2034,1826,1826,1081,1538,1600,1923,1217,1019,-4,-4,-4
11858,281,332,-4,500,600,-4,581,663,730,764,812,625,1300,641,-4,-4,900,1153,2307,4326,1846,500
11859,-4,319,-4,250,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,515,-4,-4,673,-4
11860,-4,528,-4,700,1000,1308,572,870,1201,1686,2235,2389,2243,2692,2980,2884,2548,2836,2660,3291,2846,3990
11861,350,400,435,372,425,435,370,447,500,545,650,735,750,800,800,825,975,1050,1200,1250,1260,791
11862,335,400,-5,-5,-5,563,613,736,673,-4,-4,-4,-4,-4,-4,-4,-5,-4,-5,-5,-5,-5
11863,295,-4,600,759,-4,-4,-4,-5,-4,-5,725,1569,1647,1777,1800,2007,2194,2872,2500,2759,3269,7135
11864,-4,-4,-4,500,818,568,585,510,1250,388,673,590,625,562,1111,567,923,930,2000,2000,2000,1200
11865,125,-4,350,386,1000,625,166,-4,312,468,211,721,865,-4,700,639,983,-5,-5,-5,1937,2175
11866,265,350,335,350,375,650,500,500,475,503,550,577,552,480,-4,-4,1322,1653,1048,1255,13,750
11867,-4,412,-4,344,335,350,520,525,625,585,600,465,500,1040,1040,1050,663,872,1100,1142,1050,1000
11868,-4,-4,335,403,375,423,410,520,606,697,775,1200,1280,1634,1682,1923,2129,1958,3192,3346,-4,3953
11869,400,485,617,730,819,895,990,1239,1364,525,600,635,670,745,841,912,1010,1177,1417,1562,1735,1923
11870,250,315,335,335,525,650,650,500,543,700,817,802,-4,1009,-4,480,948,973,1490,775,850,872
11871,-4,325,290,250,425,438,747,1007,-4,465,530,549,1023,1047,1086,1116,975,1222,1499,925,515,515
11872,1000,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,625,700,750,835,925,1395,1139,2536,588
11873,-4,833,400,500,500,498,335,1166,687,1125,750,988,1038,1153,1162,1220,1366,1633,2350,2332,2644,2777
11874,115,125,425,576,625,700,865,1009,1225,1384,1375,1538,1730,1826,1947,2163,-5,2091,2115,1962,2451,-5
11875,850,-4,-4,175,335,310,562,673,673,550,575,961,833,729,1070,1097,1158,1366,1500,1734,2030,3173
11876,-4,-4,581,377,335,150,541,483,-4,-4,-4,-4,-4,-4,-4,-4,-4,677,1038,900,800,1000
11877,100,-4,345,335,333,335,350,-4,425,500,-4,-4,-4,500,279,-4,600,640,525,-4,-4,-4
11878,-4,-4,-5,-4,-4,600,406,77,437,-4,588,700,-4,-4,-4,-4,-4,-4,650,925,1175,1470
11879,133,240,523,463,335,400,-4,-4,1375,400,-4,-4,-4,-4,100,178,-4,-4,347,415,5,900
11880,-4,415,-4,1000,-4,-4,-4,570,600,450,892,550,500,357,1000,763,700,800,1200,874,1282,721
11881,-4,377,415,472,476,-4,581,232,10852,-4,-5,796,-5,-4,625,952,910,869,850,-4,1442,1204
11882,-4,99,335,375,244,510,-4,400,-4,556,400,1100,1300,1284,640,1400,1549,2777,-5,-5,-5,-5
11883,449,444,-4,461,369,433,450,503,913,350,-5,700,696,709,718,732,600,750,1000,800,1050,1190
11884,450,-4,348,559,-4,508,547,272,437,604,654,515,500,425,700,400,95,27,535,650,400,3000
11885,-4,-4,483,531,584,523,400,952,-4,1875,833,2325,2857,-4,2142,2666,750,525,650,800,1730,761
11886,300,350,350,175,224,351,71,174,1860,425,450,450,500,500,427,478,550,550,625,1000,950,1666
11887,312,375,400,425,425,440,460,480,510,535,550,593,575,575,575,513,665,700,750,1215,1625,2500
11888,62,431,-4,424,475,785,769,705,1000,744,892,1000,1104,1279,900,1136,850,1068,1562,1340,1500,1610
11889,-4,312,-5,-5,335,40,350,355,350,596,620,671,667,732,800,740,880,1452,1469,1625,1831,1831
11890,350,354,475,525,645,677,600,700,700,725,750,1100,1420,1465,-5,1750,10000,2604,2000,2327,3111,1502
11891,290,310,335,325,365,335,-4,-4,-4,-4,605,-4,-4,-4,-4,-4,-4,500,650,850,558,697
11892,625,639,775,1187,1381,1312,1335,1350,1400,1500,1750,1626,1950,2012,2012,2071,2690,2500,2980,-5,-5,-5
11893,290,390,411,560,700,2000,800,1125,-4,1100,894,1692,1846,2342,2203,2542,2769,3701,8119,625,8173,14423
11894,368,450,375,368,384,335,358,370,200,200,250,250,166,112,500,500,495,700,735,772,581,12
11895,288,-5,-5,-5,923,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3197
11896,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11897,-4,350,-4,328,400,704,-4,-5,350,-5,-5,-5,576,784,755,-4,4500,-5,-5,-5,-5,3100
11898,-4,-4,-4,477,950,1279,1046,1408,1490,1600,1670,2350,2350,1326,1250,1492,2500,2187,1923,2097,2683,2823
11899,-4,310,-4,403,-4,-4,500,550,800,850,913,1050,1085,1150,-4,-4,-4,-4,500,232,348,-4
11900,436,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11901,270,400,375,480,461,651,760,685,861,690,700,450,-4,-4,-4,-4,-4,664,1065,1197,1043,1062
11902,381,514,596,668,619,500,525,500,500,-4,-4,-4,-4,-4,-4,-4,-4,1292,1465,1610,1923,20
11903,-4,-5,-4,-4,-4,-4,-4,335,335,-5,450,590,396,515,-4,-4,-4,547,635,815,815,675
11904,322,-5,500,500,-4,-4,425,335,600,600,765,600,600,600,600,700,875,2325,34000,2538,3083,3250
11905,350,310,335,250,437,475,275,437,687,700,700,1000,1100,977,1100,1150,1482,1574,1925,1602,2677,3205
11906,348,562,700,700,587,735,775,848,800,900,961,2100000,1167,1237,-5,-5,-5,-5,-5,-5,-5,-5
11907,500,-4,-5,-5,-5,-5,-5,-5,-5,-5,900,877,550,-4,-4,-4,1750,610,-5,-5,-5,-5
11908,-4,416,-5,-5,600,645,695,769,900,950,900,1030,1070,1095,1197,1197,1205,1265,2046,1400,1425,2019
11909,333,-4,335,365,336,412,425,445,400,1000,-5,-5,1400,-4,-4,-4,-4,650,740,820,850,769
11910,300,233,500,666,833,800,509,617,675,785,1000,769,961,961,961,213,300,352,805,925,1050,-5
11911,350,-4,340,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,817,1015,1123,1503,1700,2400
11912,290,310,300,350,335,87,562,-5,1000,1000,1250,961,-5,769,-5,-5,-5,-5,-5,-5,-5,-5
11913,290,370,360,490,600,-4,-4,-4,700,850,875,875,1000,898,1057,1350,1575,1820,2175,2610,2586,2019
11914,613,711,-4,458,-4,375,-4,500,687,687,750,875,666,865,1000,1075,1100,1125,1250,-5,-5,5000
11915,290,310,325,688,220,400,2000,1148,-4,1000,615,2250,-4,427,-4,-4,-4,-4,525,675,700,1240
11916,-4,-4,-4,-4,900,-4,550,553,400,697,762,890,1153,965,1200,425,600,500,1797,1705,18,17
11917,725,855,975,961,1111,1437,1164,1311,1282,-5,-5,-5,-5,1600,1626,1923,1739,2403,1860,2187,2200,2300
11918,360,310,450,550,542,822,600,600,889,1033,934,-4,-4,1282,-4,-4,1739,1500,2863,4166,36,39
11919,-4,-4,-4,335,480,725,735,937,1214,1120,1464,1794,1775,2015,2250,2666,2019,-4,-4,-4,-4,-4
11920,166,300,400,400,430,340,383,854,923,1490,1538,1468,1653,2307,2163,2115,2447,3846,911,8241,-4,10073
11921,-4,-4,155,250,460,-4,721,1000,961,961,1282,-5,-5,-5,1923,-5,-5,-5,-5,-5,-5,-5
11922,-4,310,316,600,728,745,865,942,980,-5,-5,-5,1442,1619,1510,2037,2500,2884,4718,5454,5590,-5
11923,265,-4,335,437,325,600,700,700,700,800,-4,-4,-4,-4,-4,-4,-4,-4,-4,900,900,1000
11924,500,813,731,796,862,882,868,1039,1037,1088,1171,1199,1461,1386,1439,1544,1630,1689,1663,1774,1852,1954
11925,-4,384,491,733,837,852,975,1014,1035,1140,1230,1407,1233,1442,1432,1468,1549,1705,1958,1754,1850,2230
11926,-4,50,335,200,-4,685,750,830,900,1068,1007,1050,1066,1054,1100,1136,1179,1250,1623,1536,1631,1923
11927,-4,242,-4,-4,-4,-4,335,335,87,150,282,475,-4,425,448,822,727,635,350,813,1300,-5
11928,290,-4,-4,-4,400,176,425,342,-4,42,600,475,550,-4,600,700,436,500,-5,-5,-4,-5
11929,290,300,192,335,750,1201,400,500,400,913,894,807,1153,1038,1282,1709,2163,1748,2348,2804,2753,2972
11930,-4,-4,-4,416,300,-4,-4,-4,-4,-4,-4,-4,-4,930,468,115,300,515,650,910,961,-4
11931,336,364,417,566,563,731,818,784,953,962,5769,1125,852,-4,1118,1586,1410,1475,1555,1800,1687,2000
11932,-4,450,-4,375,470,609,-4,279,335,335,335,-4,100,200,-4,-4,-4,-4,-4,-4,-4,600
11933,-4,-4,-4,50,42,500,-4,-4,335,-4,475,4250,430,430,455,-4,-4,640,750,853,890,-4
11934,348,-4,-4,-4,-4,-4,-4,-4,865,900,1298,1923,1538,1634,1923,1860,2139,3125,2716,3125,8125,4338
11935,-4,-4,-4,-4,275,50,500,333,1250,-4,348,1200,225,-4,625,750,805,805,7500,1586,1062,1200
11936,-4,-4,813,872,1092,1075,1220,1395,1569,1395,1442,-5,1778,1900,1923,2400,2500,2600,-5,2884,-4,5494
11937,-4,-4,-4,-4,313,432,697,476,847,897,961,-4,581,475,725,769,865,1105,1395,1699,17,23
11938,-4,800,1000,900,900,950,1100,1200,1200,1120,1428,1379,1201,1263,833,961,1602,1602,-5,-5,-4,-4
11939,-4,-4,-4,435,535,635,-5,715,725,-5,-5,600,-5,-5,-5,450,1000,1144,1300,600,1100,1200
11940,303,334,335,100,100,-4,-4,225,400,450,450,129,182,500,545,600,650,750,685,750,1308,1438
