"R0000100","R0214700","R0214800","R0217501","R0405601","R0618601","R0898401","R1144901","R1520101","R1890801","R2257901","R2445301","R2871000","R3074700","R3401400","R3656800","R4007300","R4418400","R5081400","R5166700","R6479300","R7007000","R7704300","R8496700","T0988500","T2210500","T3108400","T4112900"
6536,3,2,2,2,2,2,2,2,2,2,2,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6537,3,1,0,0,0,0,1,1,1,1,1,1,1,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6538,3,2,3,6,3,3,2,3,3,3,3,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6539,3,2,0,1,1,2,3,3,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6540,3,2,0,0,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6541,3,2,0,0,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6542,3,1,0,0,0,0,0,0,0,0,0,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6543,3,2,0,0,0,0,0,0,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6544,3,1,0,0,0,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6545,3,2,0,0,0,0,0,0,1,1,1,1,2,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6546,3,1,0,0,0,0,0,0,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6547,3,1,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6548,3,2,0,0,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6549,3,2,0,0,0,0,0,0,0,-5,-5,1,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6550,3,1,0,0,0,0,0,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6551,3,1,0,-5,-5,-5,-5,-5,-5,0,0,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6552,3,2,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6553,3,1,0,0,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6554,3,2,2,2,2,3,3,6,1,6,3,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6555,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6556,3,2,0,0,0,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6557,3,1,0,0,0,0,0,0,0,1,1,2,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6558,3,1,0,0,0,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6559,3,1,0,0,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6560,3,1,0,0,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6561,3,1,0,0,0,0,0,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6562,3,1,0,0,1,1,1,1,1,1,2,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6563,3,2,0,0,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6564,3,2,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6565,3,2,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6566,3,2,0,1,1,1,1,2,3,3,3,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6567,3,2,0,0,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6568,3,2,0,0,0,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6569,3,1,0,0,0,0,0,0,0,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6570,3,1,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6571,3,2,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6572,3,2,1,1,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6573,3,1,0,0,0,0,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6574,2,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6575,2,2,0,0,0,0,0,-5,-5,-5,-5,0,-5,-5,-5,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5
6576,2,1,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,1,1,1,1,3,3,3,3,3,3
6577,3,1,0,0,0,1,1,1,1,1,1,1,1,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6578,3,2,0,1,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6579,3,2,0,0,0,0,0,0,0,0,1,1,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6580,3,2,0,0,0,0,0,0,0,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6581,3,1,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6582,3,1,0,0,0,0,0,2,2,2,6,6,6,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6583,3,1,0,0,1,1,1,1,2,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6584,3,1,0,0,0,0,0,2,2,2,2,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6585,3,1,1,1,1,1,1,1,3,3,3,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6586,3,2,1,1,1,1,1,1,3,3,3,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6587,2,2,1,1,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,-5,2,2,2,2,2,-5,-5
6588,3,1,0,0,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6589,3,1,0,0,0,1,1,3,3,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6590,3,2,0,0,0,0,1,2,3,3,3,3,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6591,3,2,0,1,1,1,2,2,2,2,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6592,3,2,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6593,2,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,3,-5,-5,1,1,1,1,1,1
6594,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6595,1,1,0,0,1,1,1,1,1,-5,1,1,1,1,-5,1,1,1,1,3,1,-5,-5,1,1,1,1
6596,2,1,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6597,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,1,-5,-5,-5,-5,-5,-5,-5,-5
6598,2,1,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6599,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5
6600,2,1,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5
6601,2,1,0,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,-5,-5,-5
6602,2,2,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3
6603,2,1,0,0,0,0,0,0,0,-5,-5,0,0,0,1,1,1,1,-5,2,1,1,1,1,1,1,1
6604,2,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,1,1,1,1,1
6605,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6606,2,2,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,-5,3,3,3,3,3,3,3
6607,3,1,0,0,0,0,0,1,1,1,1,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6608,3,1,0,0,0,1,1,1,1,2,2,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6609,3,2,0,0,0,1,1,1,1,1,1,3,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6610,3,2,0,1,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6611,3,2,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6612,3,2,0,0,0,0,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6613,3,2,0,0,0,0,0,0,0,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6614,3,2,0,0,0,0,0,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6615,3,2,1,1,1,1,1,1,1,1,1,2,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6616,3,2,0,0,0,0,1,1,1,2,3,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6617,2,1,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,-5,0,0,0,0,0,0
6618,3,2,1,1,1,1,1,1,-5,1,3,3,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6619,3,2,0,0,0,0,0,0,0,0,0,0,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6620,3,1,0,0,0,0,0,0,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6621,3,2,0,0,0,1,2,2,-5,2,-5,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6622,3,2,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6623,3,1,0,0,0,0,1,-5,3,3,3,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6624,3,1,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6625,3,1,0,0,0,0,0,0,0,0,0,1,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6626,3,1,0,0,0,0,0,0,0,0,0,0,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6627,3,2,0,0,1,2,3,3,3,3,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6628,3,2,0,1,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6629,3,2,0,0,1,2,2,2,3,3,2,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6630,3,2,0,0,0,0,1,-5,1,1,1,1,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6631,3,2,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6632,3,1,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6633,3,1,0,0,0,0,0,0,0,0,0,0,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6634,3,1,0,0,0,0,1,1,1,2,2,2,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6635,3,1,0,0,0,0,0,0,0,0,0,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6636,3,2,0,0,0,1,-5,-5,-5,-5,-5,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6637,3,2,0,0,0,1,1,1,1,1,1,2,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6638,3,2,1,1,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6639,3,2,0,0,0,0,0,0,0,0,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6640,3,1,1,1,3,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6641,3,2,1,2,3,1,1,1,1,1,2,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6642,2,2,3,3,3,3,3,-5,1,2,-5,-5,3,-5,3,1,-5,1,-5,3,-5,-5,-5,-5,3,3,-5
6643,1,2,2,2,2,2,2,2,2,2,1,1,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1
6644,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,-5,3,-5,-5,-5,-5,-5,-5,-5,-5
6645,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,3,3,1,-5,1,1,-5,3
6646,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,-5,-5,1,2,3,3,3
6647,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6648,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6649,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3
6650,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6651,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6652,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3
6653,1,1,1,1,1,-5,2,-5,2,2,0,0,0,-5,-5,0,0,0,1,1,-5,-5,1,1,1,1,-5
6654,1,2,1,1,1,1,0,0,-5,-5,-5,-5,-5,-5,-5,1,1,1,1,1,1,1,2,2,2,2,2
6655,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6656,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5
6657,1,1,0,0,0,-5,-5,-5,0,0,-5,0,-5,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5
6658,1,2,1,2,6,-5,0,0,0,0,0,1,1,2,2,2,2,2,3,3,-5,3,3,3,3,3,3
6659,1,2,2,3,-5,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
6660,1,1,0,0,-5,0,1,1,1,1,1,3,3,3,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5
6661,1,1,0,0,0,1,2,2,2,2,-5,2,2,2,-5,2,2,0,0,1,-5,1,-5,1,-5,3,-5
6662,1,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6663,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
6664,3,2,0,-5,2,2,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6665,2,2,0,0,1,2,2,3,-5,-5,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6666,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,-5,0,0
6667,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,1,1,-5,1,1,1,1,-5,-5
6668,2,2,0,0,0,0,0,1,1,2,1,2,2,-5,3,3,3,3,3,3,3,3,3,3,3,3,3
6669,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-5,-5,-5,-5,-5,-5,-5,-5
6670,2,1,0,0,0,0,0,0,0,0,-5,0,0,0,0,1,1,1,1,2,2,1,1,1,1,1,1
6671,2,2,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,-5,0,0,0,0,1,1
6672,2,2,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0
6673,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5,1,-5
6674,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,-5,3,3,-5
6675,1,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6676,1,2,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6677,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
6678,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0
6679,1,1,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,-5,-5,0,0,0,0,0,0,0
6680,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,3,-5,-5,3,3,3,3,3,3
6681,1,1,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6682,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0
6683,2,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6684,2,2,2,2,-5,2,2,3,3,3,3,3,3,3,3,3,1,1,2,2,2,2,2,2,-5,-5,-5
6685,3,2,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6686,3,2,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6687,3,1,0,-5,0,0,0,0,0,0,0,0,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6688,3,2,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6689,3,1,0,0,1,1,1,1,1,1,1,-5,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6690,3,1,0,0,0,0,0,-5,0,0,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6691,3,1,0,0,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6692,3,2,0,0,0,0,0,-5,-5,-5,-5,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6693,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6694,1,2,2,-5,-5,-5,2,3,-5,-5,-5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6695,3,2,0,0,0,0,0,0,-5,-5,-5,-5,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6696,3,1,0,0,0,0,0,0,-5,1,-5,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6697,2,1,0,0,-5,-5,-5,-5,-5,-5,-5,0,0,0,0,-5,-5,-5,-5,0,0,0,0,0,0,0,0
6698,2,1,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,-5,-5
6699,3,2,0,0,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6700,3,1,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6701,3,1,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6702,2,1,0,0,0,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6703,2,2,0,0,0,0,0,1,1,1,1,1,1,-5,1,1,1,1,1,-5,1,1,1,-5,1,1,1
6704,1,2,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6705,1,1,0,-5,0,0,-5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
6706,1,1,0,-5,0,0,0,-5,-5,0,-5,0,0,3,3,3,3,3,1,1,1,1,1,1,1,1,1
6707,2,2,0,0,0,0,1,1,1,1,1,3,3,-5,1,1,1,1,-5,-5,-5,-5,-5,1,1,1,1
6708,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6709,2,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3
6710,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6711,1,2,0,0,0,0,1,2,2,2,2,2,2,3,3,3,3,3,1,1,1,1,1,1,1,-5,-5
6712,1,2,0,0,0,-5,-5,0,0,1,1,1,1,1,1,1,1,1,1,1,1,-5,1,1,1,1,-5
6713,1,1,0,0,0,-5,-5,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0,0,0
6714,3,2,0,-5,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6715,1,2,0,0,0,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,0,0,0,0,0,0,0,-5,0,0,0,-5
6716,2,1,0,-5,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,-5,-5
6717,2,1,0,0,0,0,1,1,1,1,1,3,3,-5,-5,3,-5,3,3,3,0,0,0,0,0,0,0
6718,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2
6719,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0
6720,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0
6721,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-5,1,1,1,-5,-5
6722,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,3,3,-5
6723,2,1,0,-5,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6724,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,-5,-5,-5,-5,1
6725,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0
6726,1,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6727,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6728,2,1,0,0,0,0,0,0,0,0,-5,-5,0,0,0,0,0,0,0,-5,-5,-5,0,0,0,0,-5
6729,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
6730,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,-5
6731,2,2,0,0,0,0,0,0,0,0,0,-5,2,2,-5,-5,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5
6732,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,-5
6733,2,1,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,-5,0,-5,-5,-5,-5,-5,-5
6734,2,2,0,1,-5,-5,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,1,-5,-5,-5,-5,3,3,3
6735,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,-5,-5
6736,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,2
6737,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5
6738,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,-5,1,1,1,1,3
6739,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,1,1,1,1,1,3
6740,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
6741,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
6742,1,2,0,0,0,0,1,2,1,1,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,2,1
6743,1,1,0,0,0,0,0,0,1,1,-5,1,-5,-5,-5,-5,1,1,1,1,1,1,2,2,2,-5,-5
6744,1,2,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,-5
6745,1,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
